id,f_analisis,var_rpta,segmento
31569,201701,0,4
31570,201711,0,0
31571,201701,0,2
31572,201701,0,0
31573,201802,0,5
31574,201805,1,0
31575,201606,0,5
31576,201801,0,4
31577,201703,0,0
31578,201704,0,4
31579,201801,0,5
31580,201804,0,4
31581,201609,1,5
31582,201609,0,4
31583,201710,0,5
31584,201703,1,1
31585,201706,0,5
31586,201604,0,2
31587,201801,0,5
31588,201601,0,5
31589,201609,0,5
31590,201604,0,5
31591,201712,1,0
31592,201612,0,5
31593,201701,0,4
31594,201603,0,5
31595,201610,1,5
31596,201709,0,4
31597,201607,0,2
31598,201712,0,1
31599,201801,0,1
31600,201612,0,4
31601,201611,0,3
31602,201611,0,4
31603,201602,0,5
31604,201612,0,5
31605,201807,0,1
31606,201708,0,0
31607,201609,1,5
31608,201608,0,0
31609,201707,0,0
31610,201706,0,2
31611,201711,0,5
31612,201611,0,2
31613,201704,0,5
31614,201712,0,3
31615,201609,0,5
31616,201710,0,4
31617,201703,0,4
31618,201710,0,5
31619,201708,0,5
31620,201703,0,5
31621,201709,0,0
31622,201803,1,1
31623,201801,0,5
31624,201807,0,4
31625,201803,0,1
31626,201701,0,5
31627,201701,0,5
31628,201706,0,1
31629,201611,0,4
31630,201701,0,0
31631,201803,0,5
31632,201708,0,5
31633,201802,0,5
31634,201702,0,5
31635,201708,0,5
31636,201704,0,5
31637,201612,0,1
31638,201705,0,4
31639,201610,1,0
31640,201703,0,3
31641,201709,0,5
31642,201704,0,0
31643,201704,0,1
31644,201801,0,4
31645,201609,0,5
31646,201712,0,0
31647,201608,0,5
31648,201611,0,5
31649,201807,0,4
31650,201612,0,5
31651,201707,0,1
31652,201602,0,4
31653,201606,0,1
31654,201804,0,4
31655,201603,0,1
31656,201703,0,1
31657,201612,0,5
31658,201712,0,0
31659,201605,1,1
31660,201706,0,5
31661,201710,0,4
31662,201709,0,5
31663,201712,0,4
31664,201805,0,0
31665,201609,0,0
31666,201605,0,3
31667,201802,0,4
31668,201704,0,3
31669,201802,0,5
31670,201611,0,4
31671,201602,0,0
31672,201710,0,5
31673,201801,0,5
31674,201606,0,5
31675,201703,0,5
31676,201601,0,2
31677,201712,0,0
31678,201706,0,4
31679,201806,0,4
31680,201610,0,0
31681,201608,0,1
31682,201604,0,1
31683,201606,0,2
31684,201801,0,5
31685,201701,0,1
31686,201609,0,0
31687,201602,0,2
31688,201805,0,5
31689,201602,0,4
31690,201612,0,5
31691,201804,0,4
31692,201710,0,5
31693,201712,0,0
31694,201609,0,4
31695,201707,0,3
31696,201708,0,0
31697,201705,0,2
31698,201602,0,2
31699,201707,0,4
31700,201703,0,1
31701,201803,0,5
31702,201710,1,5
31703,201805,0,5
31704,201711,0,4
31705,201703,0,5
31706,201712,0,4
31707,201606,0,5
31708,201605,0,2
31709,201605,0,1
31710,201804,0,4
31711,201609,0,4
31712,201801,0,4
31713,201609,0,4
31714,201610,0,5
31715,201708,0,4
31716,201707,0,4
31717,201612,0,5
31718,201701,0,5
31719,201607,0,0
31720,201804,0,0
31721,201712,0,5
31722,201708,0,5
31723,201709,0,5
31724,201705,0,5
31725,201609,0,5
31726,201802,0,4
31727,201802,0,4
31728,201605,0,5
31729,201706,0,4
31730,201610,0,0
31731,201807,0,0
31732,201709,0,4
31733,201708,0,5
31734,201612,1,1
31735,201707,0,5
31736,201703,0,5
31737,201802,0,4
31738,201801,0,5
31739,201701,0,0
31740,201608,0,4
31741,201609,0,5
31742,201711,0,5
31743,201804,0,5
31744,201608,0,1
31745,201604,0,5
31746,201701,0,2
31747,201705,0,0
31748,201602,0,5
31749,201602,1,1
31750,201706,0,5
31751,201705,0,5
31752,201609,0,2
31753,201804,0,5
31754,201612,0,5
31755,201706,0,2
31756,201612,0,5
31757,201606,0,5
31758,201611,0,5
31759,201610,0,0
31760,201804,0,5
31761,201806,0,0
31762,201806,0,5
31763,201709,0,0
31764,201703,1,4
31765,201701,0,5
31766,201612,0,5
31767,201608,0,5
31768,201605,0,5
31769,201709,0,5
31770,201709,0,5
31771,201802,0,4
31772,201802,0,5
31773,201703,0,5
31774,201803,0,5
31775,201708,0,4
31776,201802,0,5
31777,201707,0,4
31778,201603,0,5
31779,201606,0,5
31780,201711,0,1
31781,201806,0,4
31782,201608,0,4
31783,201606,0,5
31784,201807,0,0
31785,201802,0,4
31786,201602,0,5
31787,201705,0,4
31788,201706,0,0
31789,201701,0,0
31790,201802,0,4
31791,201601,0,0
31792,201612,0,1
31793,201711,0,1
31794,201802,0,1
31795,201612,0,5
31796,201709,0,4
31797,201605,0,4
31798,201612,0,5
31799,201709,0,2
31800,201607,0,0
31801,201804,0,0
31802,201705,0,5
31803,201607,0,5
31804,201806,0,4
31805,201806,0,5
31806,201706,0,2
31807,201701,0,5
31808,201707,1,1
31809,201711,0,5
31810,201804,0,0
31811,201803,0,5
31812,201605,0,0
31813,201802,0,3
31814,201710,0,5
31815,201610,0,1
31816,201706,0,0
31817,201704,0,0
31818,201603,1,5
31819,201609,0,0
31820,201710,0,5
31821,201706,1,1
31822,201706,0,4
31823,201804,0,5
31824,201605,0,4
31825,201605,0,1
31826,201605,0,0
31827,201711,0,5
31828,201612,0,5
31829,201803,0,5
31830,201708,0,4
31831,201611,0,5
31832,201804,0,0
31833,201601,0,4
31834,201703,0,5
31835,201707,0,0
31836,201705,0,0
31837,201706,0,4
31838,201708,0,5
31839,201603,0,5
31840,201710,0,5
31841,201704,0,4
31842,201607,0,4
31843,201705,0,1
31844,201609,1,1
31845,201701,0,5
31846,201711,0,5
31847,201602,0,3
31848,201705,0,5
31849,201801,0,5
31850,201609,0,4
31851,201602,0,4
31852,201805,0,4
31853,201806,0,0
31854,201612,0,5
31855,201708,0,0
31856,201805,0,5
31857,201803,0,5
31858,201604,1,5
31859,201807,0,4
31860,201708,0,5
31861,201807,0,5
31862,201801,0,4
31863,201707,0,5
31864,201707,0,4
31865,201710,0,5
31866,201707,0,0
31867,201607,0,5
31868,201607,0,2
31869,201602,0,4
31870,201806,1,5
31871,201801,0,5
31872,201711,0,5
31873,201701,0,5
31874,201604,1,1
31875,201707,0,5
31876,201803,0,0
31877,201605,0,0
31878,201611,0,2
31879,201703,0,5
31880,201709,0,4
31881,201709,0,5
31882,201704,0,4
31883,201703,0,5
31884,201701,0,0
31885,201702,0,5
31886,201803,0,4
31887,201612,0,4
31888,201712,0,4
31889,201706,0,5
31890,201807,1,0
31891,201601,0,4
31892,201610,0,5
31893,201707,1,1
31894,201611,0,5
31895,201704,0,4
31896,201709,0,0
31897,201707,0,4
31898,201608,0,0
31899,201609,0,5
31900,201805,0,5
31901,201608,0,4
31902,201608,0,0
31903,201602,0,5
31904,201603,0,5
31905,201602,0,1
31906,201612,0,4
31907,201806,0,5
31908,201607,0,0
31909,201705,0,5
31910,201704,0,5
31911,201611,0,5
31912,201709,0,0
31913,201712,0,0
31914,201802,0,1
31915,201601,0,5
31916,201802,0,5
31917,201711,0,4
31918,201804,0,5
31919,201801,0,0
31920,201609,0,5
31921,201704,0,5
31922,201702,0,1
31923,201703,0,5
31924,201804,1,0
31925,201710,0,4
31926,201605,0,0
31927,201711,0,4
31928,201701,0,5
31929,201712,0,5
31930,201703,0,5
31931,201605,0,3
31932,201602,1,4
31933,201708,0,0
31934,201701,0,5
31935,201707,0,5
31936,201603,0,5
31937,201804,0,5
31938,201602,0,5
31939,201601,0,5
31940,201705,0,4
31941,201606,0,0
31942,201708,0,2
31943,201803,0,0
31944,201709,0,0
31945,201601,0,4
31946,201803,1,0
31947,201607,0,0
31948,201801,0,4
31949,201602,0,4
31950,201710,0,5
31951,201709,0,0
31952,201612,0,0
31953,201602,0,0
31954,201603,0,0
31955,201804,0,1
31956,201609,0,4
31957,201605,0,5
31958,201608,0,1
31959,201710,0,5
31960,201803,1,5
31961,201804,0,4
31962,201802,0,5
31963,201706,0,4
31964,201807,0,5
31965,201607,0,5
31966,201710,0,5
31967,201702,0,5
31968,201601,0,4
31969,201705,0,0
31970,201710,0,5
31971,201807,0,5
31972,201705,0,5
31973,201610,0,2
31974,201707,0,0
31975,201702,0,4
31976,201807,0,4
31977,201601,0,3
31978,201805,0,5
31979,201602,0,5
31980,201805,0,5
31981,201701,0,5
31982,201803,0,2
31983,201707,0,4
31984,201603,0,5
31985,201709,0,0
31986,201608,1,5
31987,201802,0,4
31988,201801,0,4
31989,201703,0,2
31990,201709,0,5
31991,201609,0,5
31992,201611,0,5
31993,201709,0,5
31994,201704,0,4
31995,201601,0,3
31996,201703,0,5
31997,201804,1,1
31998,201712,0,4
31999,201702,0,5
32000,201606,0,5
32001,201708,0,4
32002,201603,0,4
32003,201605,0,5
32004,201805,0,5
32005,201601,0,2
32006,201804,0,5
32007,201803,0,5
32008,201611,0,0
32009,201806,0,0
32010,201712,0,5
32011,201609,0,5
32012,201802,0,4
32013,201709,0,0
32014,201605,0,1
32015,201610,0,5
32016,201701,1,1
32017,201607,0,0
32018,201705,0,4
32019,201702,0,5
32020,201708,0,4
32021,201708,0,0
32022,201805,0,0
32023,201706,0,0
32024,201707,0,0
32025,201609,0,4
32026,201802,0,4
32027,201601,0,0
32028,201705,0,4
32029,201807,0,5
32030,201807,0,5
32031,201707,0,4
32032,201602,0,2
32033,201803,0,5
32034,201801,0,5
32035,201605,0,5
32036,201707,1,1
32037,201807,0,2
32038,201802,0,5
32039,201804,0,5
32040,201705,0,5
32041,201703,0,2
32042,201804,0,5
32043,201804,0,5
32044,201611,1,5
32045,201603,0,5
32046,201706,0,5
32047,201605,0,0
32048,201704,0,4
32049,201601,0,5
32050,201708,0,5
32051,201709,0,5
32052,201807,1,5
32053,201704,0,5
32054,201704,0,1
32055,201610,1,5
32056,201807,0,5
32057,201702,0,5
32058,201707,0,0
32059,201807,0,3
32060,201702,0,4
32061,201701,0,1
32062,201708,0,4
32063,201705,0,5
32064,201701,0,4
32065,201705,0,5
32066,201802,1,5
32067,201705,0,5
32068,201804,0,1
32069,201603,0,0
32070,201704,0,5
32071,201708,0,5
32072,201706,0,0
32073,201612,0,1
32074,201604,0,5
32075,201803,0,5
32076,201606,0,5
32077,201703,0,2
32078,201702,0,5
32079,201803,1,1
32080,201712,0,1
32081,201709,0,5
32082,201710,0,5
32083,201705,0,0
32084,201706,1,0
32085,201701,0,5
32086,201704,0,0
32087,201709,0,5
32088,201612,1,1
32089,201706,0,5
32090,201705,0,4
32091,201610,0,4
32092,201605,0,0
32093,201603,0,3
32094,201804,0,5
32095,201706,0,0
32096,201607,0,5
32097,201801,0,4
32098,201612,0,4
32099,201605,0,2
32100,201707,0,4
32101,201612,0,5
32102,201804,0,0
32103,201607,0,5
32104,201611,0,4
32105,201712,0,5
32106,201804,0,4
32107,201611,0,4
32108,201701,0,5
32109,201604,0,4
32110,201609,0,5
32111,201805,0,5
32112,201603,0,5
32113,201706,0,5
32114,201804,0,4
32115,201708,0,5
32116,201601,0,5
32117,201707,0,5
32118,201705,1,5
32119,201709,0,5
32120,201707,0,5
32121,201610,0,5
32122,201706,0,3
32123,201607,0,5
32124,201807,0,1
32125,201705,0,0
32126,201705,0,5
32127,201707,0,1
32128,201604,0,0
32129,201605,0,5
32130,201602,0,5
32131,201801,0,4
32132,201702,0,0
32133,201710,0,5
32134,201709,0,4
32135,201709,0,5
32136,201602,0,5
32137,201708,0,4
32138,201603,0,4
32139,201711,0,5
32140,201803,0,5
32141,201710,0,4
32142,201710,0,5
32143,201605,0,4
32144,201708,0,5
32145,201801,0,0
32146,201605,1,5
32147,201703,0,0
32148,201706,0,5
32149,201707,0,0
32150,201706,0,4
32151,201706,1,4
32152,201612,0,5
32153,201805,0,0
32154,201802,0,5
32155,201610,1,5
32156,201706,1,1
32157,201603,0,5
32158,201610,0,5
32159,201602,0,0
32160,201704,0,0
32161,201602,0,4
32162,201611,0,0
32163,201707,0,5
32164,201606,0,0
32165,201703,0,0
32166,201606,0,4
32167,201807,0,5
32168,201606,0,5
32169,201806,0,4
32170,201609,0,0
32171,201708,0,5
32172,201804,0,5
32173,201706,0,5
32174,201806,0,0
32175,201712,0,0
32176,201706,0,0
32177,201603,0,5
32178,201707,0,0
32179,201612,0,0
32180,201802,0,5
32181,201608,0,5
32182,201701,0,0
32183,201608,0,5
32184,201711,0,0
32185,201806,0,5
32186,201703,0,1
32187,201612,0,4
32188,201712,0,5
32189,201703,0,4
32190,201807,0,5
32191,201707,0,4
32192,201611,0,4
32193,201709,0,0
32194,201603,0,5
32195,201709,1,1
32196,201802,0,5
32197,201705,0,0
32198,201604,0,5
32199,201607,0,4
32200,201806,0,2
32201,201803,0,0
32202,201803,0,4
32203,201612,0,5
32204,201605,0,2
32205,201705,0,4
32206,201711,0,5
32207,201709,0,4
32208,201607,0,2
32209,201609,1,1
32210,201707,0,5
32211,201607,0,4
32212,201711,0,5
32213,201712,0,5
32214,201706,0,5
32215,201807,1,5
32216,201701,0,5
32217,201709,0,0
32218,201611,0,5
32219,201604,0,5
32220,201708,1,5
32221,201802,0,5
32222,201807,0,4
32223,201804,0,5
32224,201807,0,4
32225,201801,1,1
32226,201709,0,0
32227,201612,0,4
32228,201801,0,5
32229,201608,0,4
32230,201608,0,5
32231,201710,0,5
32232,201805,0,0
32233,201707,0,5
32234,201710,0,5
32235,201807,1,0
32236,201608,0,4
32237,201703,0,5
32238,201802,0,5
32239,201607,0,2
32240,201607,0,5
32241,201711,0,1
32242,201702,0,0
32243,201805,0,4
32244,201712,0,0
32245,201709,0,5
32246,201805,0,5
32247,201601,0,0
32248,201708,0,2
32249,201704,0,5
32250,201711,0,5
32251,201604,0,5
32252,201704,0,5
32253,201605,0,5
32254,201703,0,4
32255,201707,0,5
32256,201701,0,5
32257,201807,0,5
32258,201608,0,5
32259,201805,0,5
32260,201609,0,0
32261,201711,0,4
32262,201703,1,1
32263,201601,0,1
32264,201611,0,5
32265,201710,0,0
32266,201610,0,1
32267,201706,0,4
32268,201705,0,5
32269,201710,0,4
32270,201611,0,5
32271,201604,0,5
32272,201602,0,0
32273,201712,0,0
32274,201611,0,4
32275,201710,0,5
32276,201701,0,0
32277,201702,0,3
32278,201601,0,5
32279,201610,0,5
32280,201603,1,1
32281,201604,0,5
32282,201608,0,0
32283,201604,0,1
32284,201803,1,5
32285,201708,0,4
32286,201609,0,5
32287,201605,0,4
32288,201612,0,4
32289,201602,0,5
32290,201612,0,5
32291,201704,0,4
32292,201710,0,5
32293,201710,1,1
32294,201702,0,4
32295,201605,0,4
32296,201711,0,5
32297,201610,0,5
32298,201607,0,1
32299,201711,0,2
32300,201801,0,5
32301,201612,0,5
32302,201608,0,0
32303,201711,0,5
32304,201611,0,5
32305,201611,0,5
32306,201608,0,0
32307,201606,0,5
32308,201608,0,0
32309,201711,0,5
32310,201806,0,4
32311,201608,0,5
32312,201703,0,5
32313,201710,0,4
32314,201612,0,2
32315,201604,0,4
32316,201712,0,5
32317,201805,0,5
32318,201805,0,5
32319,201801,0,5
32320,201609,0,0
32321,201609,0,5
32322,201609,0,0
32323,201806,0,5
32324,201610,0,5
32325,201605,0,5
32326,201612,0,5
32327,201801,0,0
32328,201705,1,5
32329,201705,0,4
32330,201704,0,5
32331,201804,0,2
32332,201807,0,5
32333,201605,0,5
32334,201807,0,4
32335,201711,0,5
32336,201608,0,2
32337,201803,0,5
32338,201801,0,5
32339,201807,0,5
32340,201807,0,0
32341,201801,0,0
32342,201804,0,4
32343,201806,0,5
32344,201708,0,0
32345,201712,0,4
32346,201708,0,5
32347,201611,0,5
32348,201706,0,5
32349,201711,0,0
32350,201709,0,5
32351,201806,0,0
32352,201807,0,2
32353,201610,0,0
32354,201801,0,0
32355,201707,0,5
32356,201709,0,5
32357,201605,1,5
32358,201711,0,5
32359,201706,0,5
32360,201709,0,4
32361,201803,1,0
32362,201610,0,4
32363,201805,0,4
32364,201709,1,1
32365,201702,0,4
32366,201709,0,4
32367,201605,0,5
32368,201709,0,0
32369,201608,0,4
32370,201601,0,5
32371,201703,0,2
32372,201611,0,4
32373,201807,0,4
32374,201803,0,4
32375,201608,0,0
32376,201610,0,4
32377,201807,0,2
32378,201608,0,5
32379,201605,0,5
32380,201605,0,5
32381,201702,0,5
32382,201807,0,5
32383,201804,0,4
32384,201609,1,1
32385,201710,0,2
32386,201606,1,5
32387,201806,0,5
32388,201706,0,5
32389,201807,0,1
32390,201711,0,5
32391,201602,0,5
32392,201701,0,0
32393,201609,0,5
32394,201807,0,0
32395,201703,0,4
32396,201802,0,5
32397,201807,0,5
32398,201612,0,5
32399,201801,0,5
32400,201804,0,1
32401,201712,0,4
32402,201805,0,5
32403,201604,0,1
32404,201706,0,4
32405,201706,0,5
32406,201707,0,0
32407,201710,0,5
32408,201804,0,0
32409,201802,0,0
32410,201609,0,5
32411,201710,0,5
32412,201704,0,4
32413,201707,0,0
32414,201707,0,2
32415,201805,0,5
32416,201806,0,5
32417,201712,0,5
32418,201709,0,1
32419,201706,0,1
32420,201608,0,5
32421,201805,0,5
32422,201710,0,5
32423,201701,0,4
32424,201803,0,5
32425,201804,0,5
32426,201609,0,5
32427,201711,0,0
32428,201807,0,5
32429,201709,0,4
32430,201712,0,4
32431,201602,0,0
32432,201712,0,5
32433,201708,0,5
32434,201611,0,5
32435,201609,0,5
32436,201601,0,4
32437,201611,0,2
32438,201610,0,5
32439,201806,0,5
32440,201605,0,5
32441,201712,0,4
32442,201609,0,0
32443,201703,1,1
32444,201705,0,4
32445,201804,0,5
32446,201603,0,5
32447,201608,0,4
32448,201801,0,2
32449,201611,0,4
32450,201710,0,2
32451,201804,0,2
32452,201705,0,5
32453,201601,0,4
32454,201802,0,5
32455,201802,0,5
32456,201703,0,0
32457,201611,0,4
32458,201707,0,0
32459,201710,0,5
32460,201603,0,5
32461,201701,0,5
32462,201801,0,0
32463,201704,0,4
32464,201607,0,5
32465,201608,1,5
32466,201807,0,2
32467,201609,0,5
32468,201803,1,5
32469,201702,0,4
32470,201608,0,5
32471,201807,1,5
32472,201706,0,2
32473,201807,0,5
32474,201603,0,4
32475,201806,1,5
32476,201805,0,5
32477,201603,0,5
32478,201605,0,1
32479,201612,0,4
32480,201709,0,5
32481,201605,0,0
32482,201605,0,5
32483,201609,0,4
32484,201704,0,5
32485,201806,0,4
32486,201708,0,4
32487,201710,0,2
32488,201709,1,0
32489,201609,0,0
32490,201701,0,5
32491,201703,0,0
32492,201705,0,4
32493,201607,0,1
32494,201707,0,0
32495,201801,0,5
32496,201604,0,5
32497,201709,0,4
32498,201701,0,5
32499,201612,0,5
32500,201606,0,5
32501,201608,0,5
32502,201712,0,1
32503,201804,0,5
32504,201801,0,5
32505,201707,0,4
32506,201710,0,5
32507,201807,0,0
32508,201804,0,5
32509,201605,0,0
32510,201703,0,5
32511,201605,0,5
32512,201705,0,0
32513,201803,1,4
32514,201603,0,0
32515,201704,0,0
32516,201803,0,2
32517,201706,0,4
32518,201710,0,5
32519,201611,0,5
32520,201612,0,5
32521,201601,0,4
32522,201807,1,5
32523,201603,0,0
32524,201712,0,0
32525,201612,0,5
32526,201803,0,5
32527,201806,0,2
32528,201606,0,5
32529,201708,0,5
32530,201701,0,5
32531,201705,0,1
32532,201606,1,5
32533,201804,0,5
32534,201611,0,4
32535,201611,0,5
32536,201805,0,5
32537,201712,0,5
32538,201711,0,1
32539,201707,0,4
32540,201708,0,5
32541,201607,0,5
32542,201801,0,5
32543,201709,0,4
32544,201802,0,5
32545,201706,0,0
32546,201805,0,5
32547,201711,0,0
32548,201707,1,1
32549,201710,0,2
32550,201805,0,2
32551,201709,0,4
32552,201711,0,5
32553,201712,0,5
32554,201703,0,0
32555,201801,0,1
32556,201707,0,5
32557,201604,0,1
32558,201705,0,5
32559,201602,0,5
32560,201710,0,4
32561,201807,0,4
32562,201707,0,0
32563,201608,0,0
32564,201806,0,2
32565,201711,0,5
32566,201711,0,5
32567,201712,0,0
32568,201709,0,4
32569,201807,0,4
32570,201705,0,5
32571,201703,0,4
32572,201704,0,0
32573,201706,0,0
32574,201707,0,0
32575,201703,0,5
32576,201806,0,4
32577,201702,0,5
32578,201703,0,5
32579,201704,0,0
32580,201705,0,5
32581,201606,0,5
32582,201606,0,5
32583,201802,1,5
32584,201711,0,4
32585,201802,0,5
32586,201601,0,5
32587,201807,1,5
32588,201706,0,0
32589,201803,0,2
32590,201703,0,0
32591,201708,0,1
32592,201609,0,4
32593,201606,0,4
32594,201605,0,4
32595,201705,0,5
32596,201710,0,0
32597,201612,0,5
32598,201606,0,5
32599,201602,0,1
32600,201606,0,2
32601,201608,0,1
32602,201802,0,4
32603,201706,0,1
32604,201704,0,4
32605,201806,0,5
32606,201711,0,5
32607,201712,0,5
32608,201601,0,3
32609,201711,0,5
32610,201707,0,0
32611,201703,0,5
32612,201601,0,4
32613,201711,0,1
32614,201712,0,5
32615,201606,0,5
32616,201711,0,5
32617,201707,0,5
32618,201706,0,2
32619,201606,0,0
32620,201711,0,2
32621,201702,1,5
32622,201804,0,4
32623,201604,0,5
32624,201806,0,5
32625,201703,1,0
32626,201706,0,4
32627,201602,0,3
32628,201608,0,1
32629,201802,0,5
32630,201611,0,0
32631,201601,0,5
32632,201608,0,5
32633,201610,0,5
32634,201802,0,5
32635,201603,0,5
32636,201708,1,1
32637,201712,0,5
32638,201603,0,5
32639,201703,0,0
32640,201708,0,5
32641,201802,0,0
32642,201712,0,4
32643,201803,0,5
32644,201609,1,5
32645,201707,0,5
32646,201710,0,4
32647,201603,1,5
32648,201606,0,5
32649,201803,0,5
32650,201703,0,5
32651,201708,0,5
32652,201710,0,5
32653,201807,0,5
32654,201703,0,0
32655,201709,0,5
32656,201707,0,5
32657,201707,0,5
32658,201711,0,4
32659,201605,0,1
32660,201707,0,4
32661,201803,0,5
32662,201609,0,3
32663,201711,0,5
32664,201803,0,4
32665,201606,0,5
32666,201801,0,5
32667,201708,0,5
32668,201602,0,5
32669,201705,0,5
32670,201610,0,4
32671,201707,0,5
32672,201605,0,4
32673,201807,0,5
32674,201606,1,5
32675,201612,0,0
32676,201706,0,5
32677,201606,0,2
32678,201602,0,5
32679,201709,0,5
32680,201711,0,2
32681,201711,0,0
32682,201604,0,4
32683,201606,0,0
32684,201712,0,4
32685,201709,0,5
32686,201609,0,5
32687,201806,0,5
32688,201710,0,5
32689,201605,0,5
32690,201707,0,0
32691,201803,0,2
32692,201606,0,5
32693,201709,0,0
32694,201805,0,5
32695,201705,0,5
32696,201705,0,4
32697,201711,0,5
32698,201804,0,4
32699,201805,0,5
32700,201804,0,0
32701,201803,0,5
32702,201604,0,0
32703,201706,0,4
32704,201704,0,5
32705,201608,0,0
32706,201709,0,5
32707,201807,0,5
32708,201602,0,5
32709,201603,0,5
32710,201610,0,5
32711,201609,0,5
32712,201708,0,4
32713,201801,0,5
32714,201803,0,5
32715,201712,0,5
32716,201601,0,5
32717,201605,0,5
32718,201605,0,0
32719,201805,1,0
32720,201704,0,4
32721,201701,0,5
32722,201609,0,5
32723,201612,0,0
32724,201604,0,0
32725,201702,0,5
32726,201710,0,4
32727,201807,0,4
32728,201609,0,4
32729,201706,0,4
32730,201706,0,5
32731,201611,0,5
32732,201608,0,0
32733,201707,0,1
32734,201707,0,4
32735,201712,0,4
32736,201711,0,4
32737,201704,0,5
32738,201611,0,5
32739,201705,0,4
32740,201712,0,4
32741,201707,0,0
32742,201807,0,4
32743,201710,0,4
32744,201710,0,4
32745,201709,0,0
32746,201703,0,1
32747,201707,0,5
32748,201707,0,4
32749,201710,0,4
32750,201610,0,4
32751,201602,0,0
32752,201803,0,4
32753,201802,0,5
32754,201606,0,5
32755,201701,0,5
32756,201603,0,0
32757,201707,0,5
32758,201803,0,5
32759,201702,0,5
32760,201705,0,5
32761,201602,0,1
32762,201610,0,4
32763,201804,0,5
32764,201603,0,5
32765,201804,0,0
32766,201607,0,0
32767,201601,0,1
32768,201709,0,5
32769,201609,0,4
32770,201610,0,5
32771,201703,0,5
32772,201805,0,5
32773,201710,0,2
32774,201804,0,0
32775,201803,0,5
32776,201608,0,0
32777,201709,0,5
32778,201709,0,5
32779,201701,0,5
32780,201708,0,5
32781,201603,0,4
32782,201605,0,5
32783,201609,0,4
32784,201703,0,4
32785,201807,0,4
32786,201603,0,5
32787,201801,1,5
32788,201607,1,1
32789,201703,0,5
32790,201610,0,1
32791,201702,0,0
32792,201604,0,4
32793,201802,0,5
32794,201711,0,5
32795,201610,0,4
32796,201710,0,5
32797,201605,0,3
32798,201707,0,5
32799,201604,0,4
32800,201603,0,1
32801,201604,0,4
32802,201601,1,1
32803,201604,0,5
32804,201603,0,5
32805,201708,0,5
32806,201711,0,5
32807,201702,0,3
32808,201610,0,5
32809,201805,0,5
32810,201607,0,5
32811,201802,0,5
32812,201712,0,0
32813,201610,0,5
32814,201709,0,1
32815,201603,1,5
32816,201805,1,5
32817,201703,0,0
32818,201701,0,0
32819,201703,0,0
32820,201806,1,1
32821,201610,0,1
32822,201805,0,4
32823,201704,0,1
32824,201711,0,2
32825,201611,0,5
32826,201804,0,5
32827,201611,0,5
32828,201803,0,4
32829,201707,0,5
32830,201612,0,5
32831,201602,0,5
32832,201609,0,5
32833,201707,0,5
32834,201711,0,4
32835,201612,1,5
32836,201706,0,5
32837,201703,0,5
32838,201611,0,4
32839,201804,0,4
32840,201712,0,0
32841,201603,0,0
32842,201711,0,5
32843,201705,0,5
32844,201603,0,4
32845,201710,0,0
32846,201606,0,5
32847,201801,0,2
32848,201806,1,1
32849,201703,0,2
32850,201612,1,5
32851,201712,0,5
32852,201702,1,5
32853,201707,1,1
32854,201611,0,5
32855,201603,0,4
32856,201711,0,0
32857,201603,0,5
32858,201801,0,4
32859,201802,0,5
32860,201710,0,5
32861,201707,0,1
32862,201705,0,4
32863,201603,0,1
32864,201803,0,5
32865,201804,0,5
32866,201708,0,1
32867,201606,0,4
32868,201712,1,1
32869,201807,0,5
32870,201610,0,5
32871,201610,0,3
32872,201611,0,1
32873,201802,0,5
32874,201804,0,4
32875,201806,0,0
32876,201705,1,5
32877,201710,0,0
32878,201709,0,5
32879,201712,0,3
32880,201711,0,5
32881,201602,0,4
32882,201605,1,5
32883,201705,0,0
32884,201709,0,5
32885,201609,0,1
32886,201806,0,5
32887,201801,0,1
32888,201806,1,5
32889,201806,0,5
32890,201612,0,4
32891,201608,0,1
32892,201711,0,5
32893,201801,0,2
32894,201610,0,5
32895,201705,0,5
32896,201806,0,5
32897,201709,0,5
32898,201806,0,5
32899,201802,0,5
32900,201704,0,5
32901,201804,0,5
32902,201601,0,0
32903,201603,0,1
32904,201703,0,1
32905,201806,1,0
32906,201710,0,4
32907,201602,0,1
32908,201601,0,5
32909,201709,0,5
32910,201610,0,5
32911,201609,0,5
32912,201704,0,1
32913,201805,0,5
32914,201701,0,5
32915,201611,0,0
32916,201706,0,5
32917,201703,0,5
32918,201705,0,0
32919,201807,0,5
32920,201608,0,5
32921,201804,0,5
32922,201703,0,5
32923,201804,0,4
32924,201606,0,0
32925,201709,0,1
32926,201701,0,5
32927,201612,1,1
32928,201705,0,4
32929,201705,0,5
32930,201612,0,5
32931,201805,0,5
32932,201705,0,0
32933,201703,0,5
32934,201802,0,4
32935,201601,0,5
32936,201609,0,5
32937,201602,0,1
32938,201806,0,5
32939,201608,0,3
32940,201708,0,5
32941,201801,0,5
32942,201611,0,5
32943,201802,0,4
32944,201708,0,4
32945,201701,1,1
32946,201612,0,5
32947,201708,0,5
32948,201706,0,2
32949,201610,0,4
32950,201801,1,1
32951,201802,0,5
32952,201712,0,5
32953,201601,0,0
32954,201707,0,0
32955,201701,0,4
32956,201802,0,4
32957,201802,0,5
32958,201606,1,5
32959,201802,0,0
32960,201605,1,5
32961,201608,1,1
32962,201608,1,1
32963,201703,0,0
32964,201611,0,3
32965,201706,0,5
32966,201612,0,5
