id,f_analisis,segmento
92977,201706,2
92978,201703,1
92979,201611,0
92980,201608,5
92981,201804,5
92982,201609,0
92983,201706,3
92984,201603,4
92985,201707,5
92986,201710,4
92987,201608,0
92988,201806,5
92989,201802,0
92990,201805,4
92991,201608,1
92992,201604,0
92993,201602,5
92994,201707,4
92995,201610,0
92996,201601,0
92997,201607,5
92998,201608,5
92999,201707,5
93000,201606,0
93001,201605,4
93002,201702,5
93003,201803,4
93004,201702,0
93005,201702,5
93006,201604,4
93007,201706,1
93008,201707,5
93009,201807,5
93010,201708,4
93011,201610,0
93012,201611,0
93013,201607,5
93014,201807,5
93015,201606,1
93016,201708,5
93017,201612,4
93018,201602,0
93019,201611,0
93020,201707,5
93021,201703,0
93022,201706,0
93023,201804,4
93024,201609,5
93025,201708,4
93026,201604,0
93027,201805,5
93028,201710,4
93029,201711,5
93030,201803,5
93031,201802,5
93032,201804,0
93033,201702,5
93034,201708,0
93035,201702,1
93036,201610,5
93037,201801,5
93038,201711,1
93039,201707,5
93040,201805,5
93041,201611,1
93042,201706,4
93043,201604,1
93044,201703,5
93045,201606,5
93046,201807,1
93047,201610,1
93048,201708,4
93049,201711,0
93050,201709,1
93051,201712,5
93052,201701,4
93053,201609,4
93054,201612,1
93055,201704,5
93056,201602,1
93057,201602,0
93058,201705,0
93059,201612,5
93060,201611,5
93061,201806,5
93062,201605,4
93063,201804,4
93064,201610,5
93065,201605,0
93066,201701,5
93067,201705,5
93068,201602,4
93069,201710,5
93070,201606,5
93071,201704,4
93072,201804,5
93073,201611,5
93074,201709,5
93075,201603,3
93076,201708,5
93077,201802,5
93078,201702,0
93079,201609,2
93080,201705,4
93081,201803,4
93082,201608,4
93083,201711,1
93084,201707,4
93085,201710,4
93086,201709,5
93087,201805,5
93088,201612,5
93089,201604,0
93090,201801,5
93091,201706,2
93092,201712,5
93093,201603,4
93094,201602,0
93095,201603,5
93096,201709,0
93097,201706,5
93098,201706,4
93099,201801,5
93100,201606,1
93101,201612,5
93102,201702,0
93103,201610,5
93104,201602,5
93105,201806,4
93106,201701,5
93107,201801,5
93108,201702,5
93109,201609,5
93110,201610,5
93111,201711,4
93112,201607,5
93113,201703,0
93114,201609,2
93115,201612,2
93116,201703,5
93117,201612,5
93118,201604,0
93119,201608,5
93120,201704,5
93121,201605,1
93122,201611,1
93123,201806,5
93124,201803,2
93125,201610,1
93126,201610,0
93127,201702,5
93128,201601,0
93129,201802,5
93130,201802,5
93131,201706,1
93132,201705,4
93133,201703,4
93134,201602,0
93135,201608,0
93136,201612,4
93137,201602,2
93138,201802,5
93139,201709,5
93140,201801,5
93141,201704,5
93142,201712,0
93143,201606,5
93144,201708,0
93145,201807,0
93146,201707,4
93147,201605,4
93148,201606,5
93149,201805,4
93150,201609,4
93151,201609,5
93152,201710,5
93153,201702,2
93154,201706,0
93155,201603,3
93156,201703,0
93157,201709,5
93158,201704,5
93159,201610,1
93160,201604,1
93161,201707,5
93162,201707,1
93163,201708,0
93164,201802,0
93165,201609,3
93166,201610,5
93167,201608,5
93168,201608,4
93169,201801,5
93170,201606,5
93171,201611,0
93172,201711,4
93173,201802,1
93174,201607,5
93175,201602,4
93176,201612,0
93177,201703,0
93178,201712,5
93179,201611,5
93180,201710,5
93181,201611,5
93182,201709,2
93183,201708,5
93184,201601,5
93185,201703,5
93186,201710,0
93187,201609,0
93188,201612,5
93189,201703,4
93190,201611,5
93191,201805,3
93192,201807,5
93193,201705,4
93194,201801,5
93195,201612,5
93196,201704,0
93197,201711,5
93198,201709,4
93199,201807,5
93200,201807,5
93201,201706,0
93202,201604,1
93203,201603,0
93204,201611,5
93205,201605,5
93206,201706,1
93207,201703,5
93208,201802,5
93209,201601,1
93210,201802,5
93211,201706,5
93212,201602,5
93213,201611,5
93214,201610,5
93215,201609,4
93216,201705,5
93217,201803,5
93218,201606,1
93219,201609,5
93220,201703,4
93221,201709,4
93222,201607,0
93223,201711,0
93224,201611,2
93225,201711,5
93226,201805,4
93227,201710,5
93228,201804,0
93229,201612,4
93230,201706,0
93231,201805,5
93232,201610,5
93233,201611,2
93234,201711,5
93235,201606,4
93236,201708,5
93237,201701,5
93238,201609,5
93239,201807,4
93240,201704,4
93241,201804,0
93242,201609,5
93243,201712,0
93244,201704,4
93245,201806,0
93246,201612,5
93247,201605,5
93248,201711,5
93249,201707,5
93250,201712,5
93251,201702,5
93252,201709,5
93253,201802,5
93254,201704,4
93255,201803,5
93256,201705,5
93257,201712,4
93258,201603,0
93259,201606,5
93260,201601,5
93261,201804,5
93262,201709,5
93263,201707,0
93264,201703,5
93265,201711,2
93266,201610,4
93267,201708,1
93268,201710,5
93269,201803,5
93270,201710,5
93271,201606,5
93272,201603,5
93273,201608,5
93274,201701,0
93275,201605,5
93276,201611,5
93277,201804,5
93278,201711,5
93279,201610,5
93280,201709,1
93281,201602,1
93282,201711,5
93283,201608,5
93284,201605,4
93285,201702,4
93286,201709,0
93287,201806,5
93288,201802,5
93289,201601,4
93290,201610,5
93291,201603,5
93292,201707,4
93293,201703,5
93294,201602,5
93295,201703,0
93296,201607,4
93297,201701,5
93298,201608,4
93299,201801,5
93300,201806,1
93301,201602,1
93302,201601,4
93303,201708,4
93304,201707,5
93305,201606,3
93306,201803,5
93307,201611,5
93308,201612,4
93309,201610,5
93310,201804,1
93311,201806,5
93312,201704,0
93313,201710,0
93314,201707,4
93315,201609,5
93316,201704,5
93317,201701,5
93318,201609,0
93319,201707,5
93320,201711,5
93321,201807,0
93322,201706,2
93323,201802,4
93324,201602,5
93325,201607,5
93326,201802,5
93327,201801,5
93328,201709,2
93329,201807,5
93330,201805,5
93331,201804,0
93332,201612,4
93333,201702,3
93334,201605,5
93335,201801,1
93336,201710,5
93337,201607,0
93338,201703,1
93339,201804,5
93340,201706,5
93341,201603,5
93342,201804,5
93343,201605,5
93344,201711,2
93345,201701,2
93346,201701,5
93347,201601,5
93348,201604,0
93349,201604,3
93350,201603,5
93351,201602,5
93352,201609,5
93353,201703,5
93354,201712,5
93355,201604,2
93356,201706,3
93357,201610,5
93358,201703,1
93359,201601,5
93360,201705,5
93361,201609,1
93362,201804,4
93363,201804,0
93364,201708,5
93365,201805,5
93366,201801,1
93367,201707,5
93368,201611,5
93369,201603,5
93370,201709,3
93371,201601,2
93372,201807,5
93373,201803,5
93374,201608,4
93375,201701,5
93376,201712,5
93377,201710,2
93378,201603,5
93379,201608,4
93380,201712,5
93381,201703,4
93382,201803,4
93383,201710,5
93384,201607,3
93385,201802,5
93386,201609,4
93387,201701,5
93388,201701,0
93389,201612,4
93390,201806,5
93391,201711,5
93392,201712,5
93393,201712,5
93394,201704,0
93395,201602,5
93396,201611,5
93397,201703,0
93398,201610,0
93399,201705,5
93400,201712,1
93401,201709,4
93402,201606,5
93403,201706,4
93404,201603,5
93405,201606,5
93406,201612,1
93407,201706,5
93408,201802,4
93409,201702,4
93410,201807,0
93411,201804,5
93412,201605,1
93413,201610,5
93414,201707,4
93415,201609,0
93416,201707,5
93417,201611,5
93418,201601,5
93419,201707,4
93420,201704,5
93421,201605,5
93422,201610,5
93423,201702,4
93424,201605,0
93425,201601,4
93426,201802,4
93427,201605,0
93428,201807,5
93429,201703,5
93430,201608,5
93431,201807,1
93432,201701,5
93433,201608,5
93434,201705,4
93435,201805,5
93436,201708,5
93437,201611,0
93438,201711,1
93439,201602,0
93440,201606,4
93441,201605,0
93442,201606,5
93443,201609,0
93444,201703,1
93445,201706,2
93446,201606,5
93447,201710,4
93448,201806,0
93449,201709,5
93450,201705,3
93451,201603,5
93452,201707,5
93453,201707,0
93454,201611,4
93455,201807,4
93456,201702,4
93457,201610,4
93458,201707,4
93459,201604,0
93460,201804,5
93461,201711,4
93462,201603,5
93463,201801,0
93464,201606,5
93465,201804,5
93466,201606,0
93467,201606,4
93468,201606,1
93469,201807,4
93470,201604,4
93471,201705,5
93472,201706,4
93473,201608,4
93474,201607,5
93475,201604,5
93476,201609,3
93477,201806,5
93478,201801,4
93479,201801,5
93480,201705,5
93481,201703,5
93482,201805,5
93483,201807,4
93484,201706,5
93485,201703,5
93486,201702,1
93487,201709,1
93488,201710,1
93489,201604,0
93490,201803,4
93491,201610,4
93492,201710,4
93493,201803,2
93494,201804,2
93495,201603,5
93496,201804,2
93497,201704,5
93498,201611,4
93499,201607,5
93500,201801,5
93501,201601,4
93502,201702,5
93503,201611,4
93504,201607,5
93505,201609,1
93506,201703,0
93507,201603,4
93508,201801,5
93509,201711,4
93510,201609,5
93511,201709,4
93512,201606,5
93513,201704,4
93514,201606,4
93515,201701,2
93516,201704,0
93517,201609,5
93518,201601,1
93519,201805,5
93520,201804,5
93521,201605,0
93522,201710,5
93523,201610,4
93524,201601,5
93525,201609,0
93526,201605,5
93527,201604,5
93528,201702,2
93529,201705,3
93530,201609,4
93531,201802,2
93532,201709,4
93533,201708,2
93534,201601,5
93535,201805,1
93536,201710,5
93537,201807,4
93538,201611,5
93539,201804,5
93540,201707,5
93541,201705,0
93542,201610,1
93543,201801,5
93544,201805,5
93545,201802,4
93546,201608,4
93547,201605,5
93548,201610,5
93549,201708,5
93550,201607,4
93551,201703,5
93552,201710,4
93553,201708,4
93554,201703,0
93555,201604,4
93556,201708,4
93557,201711,5
93558,201710,1
93559,201803,5
93560,201711,4
93561,201805,0
93562,201711,4
93563,201601,5
93564,201608,5
93565,201805,4
93566,201702,2
93567,201608,4
93568,201605,4
93569,201801,5
93570,201807,0
93571,201603,4
93572,201612,5
93573,201603,5
93574,201803,0
93575,201611,0
93576,201802,0
93577,201602,5
93578,201611,5
93579,201609,0
93580,201709,1
93581,201711,5
93582,201707,4
93583,201607,1
93584,201711,4
93585,201602,5
93586,201701,5
93587,201610,4
93588,201706,4
93589,201707,4
93590,201609,5
93591,201706,0
93592,201807,0
93593,201602,0
93594,201706,5
93595,201702,0
93596,201705,5
93597,201701,4
93598,201701,5
93599,201804,5
93600,201706,2
93601,201807,5
93602,201610,5
93603,201608,3
93604,201611,2
93605,201601,5
93606,201807,1
93607,201704,1
93608,201703,5
93609,201610,0
93610,201603,5
93611,201612,5
93612,201701,5
93613,201611,0
93614,201806,5
93615,201601,5
93616,201707,0
93617,201708,4
93618,201609,5
93619,201703,0
93620,201801,5
93621,201608,5
93622,201703,5
93623,201606,5
93624,201603,4
93625,201703,4
93626,201609,4
93627,201609,1
93628,201605,5
93629,201801,5
93630,201702,0
93631,201704,4
93632,201704,5
93633,201610,4
93634,201606,5
93635,201603,0
93636,201711,0
93637,201806,4
93638,201709,4
93639,201804,4
93640,201611,0
93641,201610,5
93642,201709,5
93643,201805,4
93644,201711,0
93645,201609,4
93646,201704,1
93647,201612,5
93648,201605,5
93649,201805,2
93650,201711,0
93651,201604,2
93652,201611,5
93653,201805,5
93654,201602,5
93655,201706,1
93656,201807,5
93657,201606,0
93658,201706,3
93659,201804,4
93660,201607,5
93661,201609,5
93662,201601,1
93663,201705,0
93664,201701,2
93665,201604,1
93666,201603,1
93667,201711,4
93668,201607,0
93669,201804,5
93670,201710,5
93671,201802,4
93672,201803,0
93673,201708,0
93674,201702,5
93675,201807,4
93676,201610,5
93677,201707,2
93678,201605,4
93679,201607,5
93680,201607,5
93681,201709,5
93682,201806,5
93683,201610,5
93684,201610,4
93685,201607,4
93686,201710,0
93687,201711,4
93688,201604,1
93689,201709,5
93690,201606,5
93691,201707,2
93692,201707,5
93693,201705,4
93694,201603,4
93695,201712,4
93696,201706,4
93697,201704,5
93698,201711,5
93699,201806,5
93700,201806,0
93701,201609,1
93702,201708,3
93703,201712,1
93704,201612,5
93705,201708,5
93706,201702,5
93707,201603,1
93708,201706,4
93709,201609,5
93710,201703,0
93711,201712,4
93712,201604,4
93713,201801,5
93714,201611,0
93715,201802,4
93716,201611,0
93717,201706,0
93718,201807,5
93719,201601,5
93720,201702,2
93721,201807,4
93722,201611,5
93723,201610,1
93724,201709,4
93725,201601,4
93726,201607,5
93727,201806,0
93728,201803,5
93729,201612,4
93730,201609,5
93731,201604,0
93732,201707,5
93733,201606,4
93734,201605,5
93735,201709,5
93736,201805,4
93737,201709,0
93738,201704,0
93739,201802,5
93740,201603,4
93741,201707,5
93742,201709,4
93743,201706,1
93744,201705,4
93745,201802,1
93746,201712,4
93747,201802,5
93748,201611,1
93749,201605,0
93750,201609,1
93751,201711,5
93752,201709,0
93753,201708,4
93754,201701,5
93755,201805,5
93756,201708,5
93757,201610,3
93758,201606,3
93759,201709,5
93760,201602,5
93761,201612,0
93762,201709,5
93763,201801,5
93764,201703,1
93765,201711,5
93766,201709,5
93767,201712,4
93768,201806,5
93769,201805,0
93770,201806,0
93771,201703,5
93772,201608,5
93773,201707,1
93774,201803,0
93775,201603,1
93776,201802,5
93777,201602,5
93778,201710,5
93779,201602,4
93780,201710,0
93781,201612,5
93782,201706,5
93783,201702,5
93784,201604,0
93785,201707,0
93786,201711,0
93787,201710,2
93788,201712,5
93789,201705,5
93790,201807,5
93791,201702,0
93792,201603,5
93793,201803,4
93794,201608,0
93795,201703,4
93796,201807,4
93797,201701,0
93798,201801,4
93799,201807,5
93800,201712,5
93801,201710,4
93802,201702,5
93803,201806,0
93804,201702,4
93805,201807,5
93806,201601,4
93807,201609,0
93808,201802,5
93809,201708,3
93810,201603,5
93811,201612,1
93812,201611,3
93813,201707,4
93814,201608,0
93815,201709,5
93816,201701,5
93817,201612,5
93818,201711,5
93819,201612,4
93820,201607,3
93821,201609,5
93822,201709,1
93823,201712,1
93824,201712,5
93825,201807,5
93826,201804,4
93827,201801,4
93828,201801,4
93829,201705,4
93830,201608,4
93831,201807,5
93832,201708,4
93833,201710,5
93834,201601,5
93835,201609,3
93836,201607,5
93837,201608,5
93838,201805,4
93839,201708,5
93840,201701,5
93841,201709,5
93842,201604,2
93843,201703,4
93844,201703,5
93845,201701,5
93846,201806,5
93847,201708,5
93848,201712,5
93849,201711,5
93850,201709,4
93851,201804,5
93852,201711,5
93853,201704,5
93854,201612,4
93855,201703,0
93856,201609,4
93857,201805,5
93858,201706,4
93859,201702,5
93860,201608,4
93861,201604,2
93862,201803,5
93863,201709,2
93864,201605,5
93865,201705,5
93866,201610,5
93867,201801,5
93868,201608,1
93869,201807,4
93870,201712,4
93871,201601,1
93872,201702,0
93873,201701,5
93874,201607,4
93875,201605,4
93876,201707,5
93877,201601,4
93878,201710,1
93879,201611,2
93880,201607,5
93881,201707,2
93882,201805,5
93883,201801,5
93884,201807,5
93885,201702,1
93886,201701,1
93887,201607,5
93888,201708,0
93889,201701,5
93890,201712,5
93891,201612,0
93892,201703,0
93893,201704,5
93894,201706,2
93895,201703,3
93896,201703,4
93897,201703,5
93898,201702,5
93899,201702,5
93900,201708,5
93901,201701,5
93902,201612,1
93903,201611,5
93904,201711,4
93905,201606,5
93906,201805,5
93907,201610,5
93908,201603,4
93909,201703,4
93910,201602,4
93911,201701,0
93912,201704,0
93913,201710,5
93914,201708,5
93915,201705,5
93916,201611,1
93917,201806,1
93918,201608,0
93919,201604,5
93920,201706,4
93921,201711,4
93922,201701,4
93923,201710,4
93924,201601,4
93925,201806,5
93926,201708,4
93927,201608,1
93928,201708,5
93929,201707,5
93930,201710,0
93931,201602,5
93932,201705,0
93933,201803,5
93934,201804,5
93935,201710,0
93936,201802,5
93937,201709,5
93938,201802,1
93939,201706,1
93940,201807,4
93941,201601,0
93942,201708,5
93943,201711,1
93944,201801,5
93945,201602,0
93946,201710,4
93947,201807,5
93948,201709,5
93949,201711,5
93950,201612,0
93951,201608,5
93952,201806,4
93953,201608,5
93954,201601,5
93955,201612,4
93956,201611,3
93957,201611,0
93958,201804,3
93959,201605,0
93960,201806,4
93961,201604,5
93962,201702,5
93963,201709,5
93964,201804,4
93965,201601,5
93966,201706,0
93967,201605,4
93968,201609,2
93969,201805,5
93970,201601,5
93971,201704,5
93972,201712,4
93973,201703,5
93974,201711,5
93975,201706,1
93976,201804,0
93977,201602,5
93978,201803,0
93979,201609,5
93980,201608,1
93981,201803,5
93982,201609,5
93983,201707,4
93984,201802,0
93985,201707,4
93986,201806,5
93987,201708,4
93988,201709,5
93989,201709,5
93990,201711,5
93991,201707,2
93992,201609,3
93993,201708,5
93994,201703,2
93995,201805,5
93996,201702,5
93997,201708,5
93998,201802,5
93999,201702,5
94000,201710,1
94001,201607,5
94002,201706,5
94003,201701,5
94004,201708,5
94005,201712,5
94006,201612,5
94007,201603,5
94008,201601,1
94009,201601,3
94010,201704,5
94011,201605,5
94012,201704,5
94013,201610,1
94014,201602,5
94015,201704,2
94016,201701,5
94017,201709,0
94018,201611,5
94019,201609,4
94020,201607,4
94021,201807,5
94022,201610,5
94023,201801,5
94024,201707,4
94025,201708,0
94026,201702,0
94027,201701,1
94028,201702,2
94029,201707,5
94030,201711,5
94031,201701,0
94032,201710,5
94033,201608,5
94034,201607,5
94035,201609,5
94036,201711,5
94037,201602,3
94038,201709,5
94039,201803,2
94040,201704,4
94041,201603,4
94042,201807,5
94043,201612,5
94044,201612,1
94045,201807,5
94046,201701,5
94047,201612,5
94048,201606,0
94049,201706,0
94050,201610,5
94051,201601,0
94052,201806,5
94053,201606,5
94054,201707,3
94055,201712,5
94056,201606,5
94057,201605,5
94058,201601,5
94059,201612,4
94060,201611,0
94061,201608,5
94062,201803,4
94063,201703,2
94064,201601,4
94065,201707,5
94066,201710,4
94067,201804,0
94068,201610,2
94069,201612,5
94070,201602,5
94071,201708,0
94072,201611,5
94073,201708,5
94074,201707,4
94075,201801,4
94076,201603,5
94077,201707,0
94078,201605,5
94079,201704,5
94080,201712,5
94081,201601,4
94082,201601,5
94083,201610,5
94084,201702,5
94085,201701,5
94086,201801,5
94087,201611,4
94088,201801,4
94089,201804,5
94090,201707,5
94091,201803,5
94092,201611,5
94093,201602,4
94094,201707,0
94095,201705,0
94096,201705,0
94097,201703,4
94098,201604,0
94099,201703,2
94100,201709,5
94101,201807,4
94102,201701,5
94103,201706,5
94104,201709,0
94105,201609,1
94106,201707,5
94107,201707,5
94108,201805,5
94109,201708,5
94110,201606,4
94111,201703,5
94112,201803,4
94113,201806,5
94114,201711,4
94115,201806,5
94116,201803,0
94117,201704,2
94118,201611,4
94119,201702,5
94120,201711,5
94121,201712,5
94122,201801,0
94123,201707,3
94124,201701,5
94125,201609,5
94126,201702,0
94127,201602,1
94128,201703,5
94129,201701,5
94130,201608,5
94131,201609,5
94132,201804,5
94133,201803,5
94134,201708,5
94135,201707,5
94136,201608,0
94137,201610,5
94138,201805,4
94139,201612,5
94140,201711,2
94141,201803,5
94142,201702,0
94143,201807,5
94144,201603,5
94145,201806,0
94146,201805,4
94147,201703,0
94148,201707,5
94149,201610,4
94150,201704,5
94151,201612,5
94152,201807,4
94153,201703,0
94154,201712,5
94155,201804,4
94156,201706,0
94157,201703,4
94158,201610,5
94159,201807,4
94160,201706,5
94161,201603,4
94162,201804,5
94163,201804,1
94164,201609,5
94165,201712,4
94166,201805,5
94167,201710,5
94168,201707,5
94169,201806,5
94170,201702,5
94171,201703,5
94172,201805,5
94173,201707,5
94174,201703,0
94175,201708,0
94176,201610,4
94177,201803,2
94178,201611,5
94179,201706,0
94180,201602,1
94181,201605,5
94182,201610,5
94183,201704,5
94184,201709,2
94185,201807,2
94186,201801,0
94187,201610,4
94188,201608,4
94189,201805,1
94190,201707,5
94191,201612,5
94192,201605,1
94193,201807,5
94194,201607,4
94195,201707,5
94196,201710,5
94197,201705,5
94198,201703,5
94199,201605,5
94200,201703,0
94201,201711,5
94202,201602,4
94203,201603,1
94204,201705,1
94205,201708,5
94206,201607,0
94207,201611,4
94208,201609,5
94209,201710,0
94210,201707,4
94211,201703,5
94212,201805,5
94213,201604,3
94214,201804,4
94215,201710,4
94216,201604,4
94217,201807,5
94218,201710,5
94219,201708,0
94220,201706,4
94221,201604,5
94222,201705,0
94223,201708,0
94224,201702,5
94225,201805,5
94226,201712,5
94227,201803,2
94228,201802,5
94229,201701,2
94230,201609,0
94231,201807,0
94232,201705,5
94233,201601,0
94234,201710,5
94235,201707,0
94236,201807,4
94237,201710,4
94238,201805,0
94239,201707,4
94240,201606,3
94241,201611,5
94242,201610,0
94243,201707,1
94244,201607,5
94245,201705,5
94246,201806,5
94247,201608,5
94248,201703,5
94249,201607,0
94250,201707,5
94251,201702,4
94252,201605,2
94253,201807,4
94254,201702,2
94255,201609,1
94256,201807,4
94257,201711,0
94258,201711,5
94259,201610,5
94260,201803,4
94261,201802,3
94262,201601,5
94263,201604,5
94264,201709,5
94265,201611,5
94266,201607,5
94267,201612,4
94268,201801,4
94269,201610,5
94270,201801,3
94271,201807,4
94272,201712,5
94273,201806,4
94274,201802,0
94275,201807,5
94276,201704,2
94277,201606,3
94278,201712,4
94279,201603,1
94280,201606,5
94281,201803,5
94282,201601,1
94283,201702,5
94284,201710,5
94285,201704,1
94286,201705,5
94287,201611,5
94288,201704,4
94289,201703,5
94290,201802,3
94291,201702,5
94292,201603,2
94293,201606,5
94294,201802,3
94295,201706,5
94296,201604,1
94297,201604,0
94298,201612,5
94299,201806,0
94300,201805,4
94301,201605,0
94302,201807,5
94303,201707,3
94304,201607,0
94305,201602,1
94306,201708,1
94307,201801,0
94308,201704,5
94309,201706,5
94310,201805,0
94311,201803,1
94312,201802,0
94313,201805,0
94314,201806,4
94315,201606,4
94316,201801,0
94317,201703,4
94318,201801,4
94319,201702,5
94320,201708,4
94321,201602,5
94322,201704,1
94323,201609,5
94324,201701,1
94325,201712,5
94326,201707,5
94327,201712,5
94328,201601,5
94329,201606,1
94330,201606,4
94331,201703,5
94332,201804,5
94333,201705,5
94334,201606,0
94335,201804,5
94336,201604,5
94337,201807,0
94338,201710,0
94339,201603,5
94340,201709,5
94341,201607,5
94342,201612,3
94343,201706,3
94344,201803,0
94345,201610,5
94346,201604,5
94347,201704,4
94348,201707,5
94349,201611,5
94350,201712,4
94351,201601,0
94352,201608,2
94353,201707,4
94354,201805,4
94355,201708,4
94356,201701,5
94357,201710,4
94358,201701,2
94359,201705,0
94360,201704,5
94361,201803,2
94362,201605,0
94363,201712,5
94364,201807,1
94365,201702,4
94366,201806,1
94367,201711,0
94368,201603,5
94369,201806,4
94370,201712,5
94371,201609,4
94372,201611,0
94373,201702,5
94374,201807,4
94375,201807,4
94376,201611,5
94377,201603,2
94378,201610,1
94379,201705,5
94380,201611,5
94381,201603,5
94382,201802,5
94383,201609,1
94384,201801,4
94385,201609,4
94386,201705,5
94387,201802,5
94388,201708,4
94389,201606,3
94390,201611,5
94391,201702,5
94392,201802,5
94393,201710,5
94394,201703,5
94395,201703,0
94396,201612,5
94397,201708,5
94398,201709,5
94399,201608,0
94400,201709,5
94401,201607,5
94402,201612,5
94403,201707,0
94404,201711,5
94405,201611,0
94406,201609,5
94407,201603,5
94408,201707,5
94409,201801,0
94410,201610,4
94411,201801,0
94412,201611,5
94413,201803,5
94414,201612,4
94415,201707,0
94416,201710,2
94417,201601,0
94418,201710,5
94419,201610,2
94420,201606,4
94421,201712,5
94422,201602,1
94423,201703,5
94424,201802,5
94425,201709,5
94426,201807,5
94427,201602,5
94428,201807,0
94429,201708,5
94430,201709,2
94431,201703,5
94432,201606,2
94433,201801,1
94434,201707,3
94435,201704,0
94436,201706,0
94437,201610,5
94438,201707,5
94439,201705,5
94440,201803,0
94441,201710,4
94442,201803,4
94443,201602,4
94444,201710,5
94445,201604,4
94446,201706,5
94447,201605,5
94448,201704,5
94449,201602,5
94450,201807,2
94451,201710,5
94452,201804,5
94453,201801,4
94454,201805,4
94455,201606,4
94456,201603,4
94457,201703,4
94458,201707,4
94459,201707,5
94460,201805,4
94461,201706,4
94462,201603,5
94463,201710,5
94464,201708,5
94465,201802,5
94466,201807,0
94467,201702,5
94468,201709,5
94469,201807,4
94470,201611,0
94471,201804,4
94472,201610,0
94473,201604,1
94474,201707,0
94475,201704,2
94476,201712,0
94477,201709,5
94478,201603,0
94479,201611,0
94480,201609,5
94481,201606,4
94482,201708,5
94483,201704,4
94484,201701,4
94485,201705,4
94486,201807,4
94487,201804,5
94488,201709,0
94489,201605,4
94490,201804,4
94491,201612,5
94492,201803,5
94493,201807,5
94494,201704,4
94495,201611,4
94496,201711,4
94497,201602,5
94498,201601,0
94499,201802,0
94500,201607,5
94501,201604,5
94502,201807,5
94503,201603,1
94504,201707,5
94505,201804,5
94506,201712,0
94507,201609,1
94508,201707,5
94509,201712,1
94510,201605,1
94511,201705,0
94512,201601,3
94513,201602,1
94514,201702,4
94515,201708,5
94516,201708,5
94517,201712,1
94518,201704,0
94519,201706,4
94520,201610,5
94521,201706,4
94522,201705,4
94523,201605,5
94524,201605,5
94525,201609,5
94526,201611,3
94527,201707,5
94528,201703,1
94529,201610,5
94530,201712,5
94531,201706,5
94532,201711,4
94533,201803,5
94534,201711,5
94535,201707,5
94536,201807,2
94537,201708,4
94538,201602,4
94539,201609,4
94540,201806,5
94541,201706,2
94542,201704,4
94543,201706,4
94544,201807,2
94545,201701,5
94546,201709,5
94547,201803,5
94548,201807,5
94549,201604,4
94550,201804,4
94551,201807,5
94552,201708,1
94553,201707,5
94554,201801,1
94555,201711,0
94556,201807,4
94557,201612,3
94558,201608,5
94559,201605,0
94560,201603,5
94561,201610,5
94562,201611,5
94563,201611,4
94564,201603,5
94565,201708,5
94566,201706,4
94567,201802,4
94568,201711,5
94569,201602,3
94570,201609,5
94571,201708,5
94572,201603,1
94573,201709,4
94574,201601,5
94575,201705,5
94576,201712,5
94577,201610,5
94578,201703,5
94579,201709,5
94580,201612,4
94581,201806,4
94582,201707,5
94583,201611,5
94584,201607,5
94585,201705,4
94586,201803,1
94587,201706,5
94588,201604,4
94589,201608,4
94590,201605,5
94591,201803,2
94592,201705,5
94593,201603,0
94594,201610,5
94595,201708,5
94596,201610,5
94597,201707,1
94598,201609,4
94599,201707,0
94600,201803,4
94601,201709,5
94602,201612,5
94603,201710,5
94604,201802,5
94605,201701,4
94606,201710,5
94607,201704,3
94608,201708,5
94609,201802,5
94610,201710,1
94611,201612,5
94612,201710,5
94613,201607,5
94614,201610,5
94615,201601,5
94616,201610,4
94617,201703,1
94618,201706,0
94619,201803,5
94620,201608,5
94621,201702,5
94622,201806,5
94623,201603,0
94624,201711,2
94625,201606,0
94626,201710,0
94627,201705,5
94628,201607,4
94629,201703,4
94630,201706,4
94631,201801,5
94632,201611,5
94633,201805,5
94634,201611,5
94635,201602,2
94636,201711,0
94637,201710,4
94638,201708,1
94639,201703,5
94640,201805,5
94641,201710,4
94642,201608,2
94643,201802,4
94644,201605,0
94645,201804,4
94646,201706,5
94647,201806,4
94648,201803,4
94649,201603,2
94650,201609,0
94651,201609,1
94652,201608,5
94653,201610,5
94654,201702,5
94655,201701,4
94656,201611,5
94657,201605,0
94658,201602,5
94659,201806,4
94660,201703,4
94661,201704,5
94662,201602,1
94663,201701,2
94664,201707,4
94665,201803,5
94666,201712,5
94667,201709,1
94668,201703,5
94669,201608,1
94670,201804,5
94671,201607,5
94672,201708,2
94673,201704,5
94674,201610,0
94675,201612,5
94676,201706,5
94677,201611,1
94678,201802,4
94679,201602,5
94680,201612,5
94681,201707,5
94682,201701,4
94683,201705,5
94684,201603,0
94685,201602,5
94686,201801,4
94687,201709,5
94688,201604,5
94689,201706,5
94690,201703,0
94691,201708,0
94692,201703,0
94693,201706,1
94694,201605,5
94695,201609,1
94696,201712,5
94697,201701,5
94698,201804,5
94699,201703,1
94700,201601,0
94701,201607,4
94702,201802,5
94703,201704,5
94704,201709,5
94705,201704,1
94706,201711,0
94707,201601,5
94708,201706,0
94709,201709,0
94710,201705,5
94711,201707,5
94712,201611,5
94713,201709,4
94714,201807,5
94715,201607,0
94716,201709,1
94717,201706,5
94718,201610,5
94719,201705,5
94720,201802,3
94721,201612,5
94722,201804,5
94723,201707,3
94724,201805,5
