canal,disposit,cdgtrn,cdgrpta,grupo_descrp_trxn,descrip_trxn,clasif_trxn,descripcion_grupo,descrip_cod_rpta,clasif_cod_rpta,grupo_modifcado,culpa_banco,producto_asociado
CANAL_5,DISPOSIT_4,239.0,181.0,Consulta Pagacuentas,Consulta Pagacuentas,No Financiera,Transferencias de fondos,"Transaccion No Efectuada, Favor Intente Mas Tarde",No Exitosa,Consultas / Movimientos / Extractos,SI,Sin producto
CANAL_2,DISPOSIT_10,416.0,21.0,Rechazo De Clave Fiduciaria,Rechazo De Clave Fiduciaria,No Financiera,Claves,Referencia No Valida,Tecnicamente Exitosa,Claves,NO,Inversiones
CANAL_5,DISPOSIT_4,418.0,158.0,Solicitud De Clave Para Cliente Filial,Solicitud De Clave Para Cliente Filial,No Financiera,Claves,Empresa No Inscrita En El Sistema De Pagos,Tecnicamente Exitosa,Claves,NO,Inversiones
CANAL_2,DISPOSIT_13,171.0,852.0,Consulta Informacion Token Sve,Consulta Informacion Token Sve,No Financiera,Token,Empresa No Encontrada En El Sistema,No Exitosa,Token,NO,Token
CANAL_1,DISPOSIT_12,431.0,515.0,Pago De Facturas,Pago De Factura Del Operador,Financiera,Pago de facturas,No Tiene Autorizacion Para La Transaccion,No Exitosa,Pagos,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,4600.0,802.0,Validacion OTP,Validacion OTP,No considerar,Claves,Clave Dinamica no valida.,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_4,DISPOSIT_9,375.0,179.0,Envio De Archivo De Pagos,Envio De Archivo De Pagos,Financiera,Pagos,El Lote Ya Fue Aplicado En Un Envio Anterior,Tecnicamente Exitosa,Pagos,NO,Sin producto
CANAL_2,DISPOSIT_11,561.0,0.0,Consulta Audioprestamo,Consulta Audioprestamo Con Cta Aho,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Audioprestamo
CANAL_6,DISPOSIT_4,432.0,240.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta Corriente.,No considerar,No considerar,La Base De Datos No Se Encuentra Disponible,No considerar,NA,SI,Cta Corriente
CANAL_4,DISPOSIT_9,431.0,0.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta Corriente,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Cta Corriente
CANAL_1,DISPOSIT_12,558.0,0.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Tarjeta Debito
CANAL_2,DISPOSIT_11,61.0,303.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Cupo Bloqueado,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_8,DISPOSIT_3,522.0,34.0,Compra Pse,Compra Pse Desde Cuenta De Ahorros,Financiera,Compras,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Compras,NO,PSE
CANAL_2,DISPOSIT_11,48.0,0.0,Eliminacion Cuentas,Eliminacion Cuentas Bancolombia,No Financiera,Eliminaciones,Transaccion Exitosa,Exitosa,Eliminaciones,NA,Sin producto
CANAL_2,DISPOSIT_11,602.0,6.0,Consulta De Novedades,Consulta De Novedades,No Financiera,Consultas / Movimientos / Extractos,Documento Sin Este Tipo De Tarjeta  (Destino),Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_1,DISPOSIT_12,491.0,991.0,Consulta Cuentas Inscritas Banco,Consulta Cuentas Inscritas Banco,No Financiera,Consultas / Movimientos / Extractos,Clave Bloqueada,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_5,DISPOSIT_4,449.0,31.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta Corriente,Financiera,Transferencias de fondos,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,1100.0,382.0,Transferencia A Inversion Fiduciaria,Transferencia Desde Inversion A Inversion Fiduciaria,Financiera,Transferencias de fondos,Error Al Procesar La Transaccion,No Exitosa,Transferencias,SI,Inversiones
CANAL_1,DISPOSIT_12,301.0,52.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta De Depositos,No Financiera,Consultas / Movimientos / Extractos,Clave No Valida,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,532.0,47.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,Convenio No Valido,No considerar,NA,NO,Cta Ahorros
CANAL_1,DISPOSIT_2,531.0,0.0,Pago De Facturas,Pago con Validacion de Base de Datos App ALM,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Ahorro a la mano
CANAL_4,DISPOSIT_9,381.0,77.0,Cambio De Clave,Cambio De Clave,No Financiera,Claves,La Proxima Clave No Valida Inhibira La Entrada,Tecnicamente Exitosa,Cambio de Claves,NO,Sin producto
CANAL_2,DISPOSIT_11,565.0,95.0,Abono (Pago) Prestamos,Abono (Pago) Prestamos Desde Cuenta De Ahorros,Financiera,Pago de Prestamos,"Lo Siento, Su Extracto Aun No Esta Disponible",Tecnicamente Exitosa,Pagos,NO,Creditos
CANAL_4,DISPOSIT_9,110.0,0.0,Consulta Pagacuentas,Consulta Pagacuentas,No Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Sin producto
CANAL_2,DISPOSIT_10,165.0,554.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,#N/A Pendiente De Respuesta,No Exitosa,NA,SI,Sin producto
CANAL_5,DISPOSIT_4,486.0,633.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Banco No Inscrito,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_6,DISPOSIT_4,429.0,57.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta Corriente,Financiera,Pago Tarjetas,Tarjeta De Credito No Existe,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_1,DISPOSIT_12,202.0,705.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_2,DISPOSIT_10,750.0,215.0,Actualizacion Topes Banco,Actualizacion Topes Banco,No Financiera,Consulta de datos generales de clientes,Factura No Existe,No Exitosa,Consulta de datos generales de clientes,NO,Sin producto
CANAL_5,DISPOSIT_4,4500.0,23.0,Solicitud OTP ODA,Solicitud OTP ODA,No Financiera,Claves,Bloqueado por seguridad,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_2,DISPOSIT_10,455.0,140.0,Consulta Estado De Clave,Consulta Estado De Clave,No Financiera,Claves,Cuando Se Realiza El Cambio De Clave Esta No Es Valida,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_2,DISPOSIT_10,549.0,27.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,Funcion No Autorizada A La Tarjeta Sobre La Cuenta,No Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_5,26.0,31.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo,Financiera,Utilizacion de cupo de credito,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Utilizacion de cupo de credito,NO,Audioprestamo
CANAL_2,DISPOSIT_7,529.0,0.0,Pago De Facturas,Pago De Facturas De Servicios Personales Desde Cuenta De Ahorros,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Cta Ahorros
CANAL_4,DISPOSIT_9,1001.0,850.0,Validacion De Horario Para Inscripcion De Cuentas,Validacion De Horario Para Inscripcion De Cuentas,No considerar,No considerar,Validacion Horario,No Considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_11,9913.0,0.0,Consulta De Movimientos Deposito,Consulta Movimientos Dia Cuenta De Ahorros,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Ahorros
CANAL_6,DISPOSIT_4,3600.0,22.0,Validacion OTP,Validacion OTP,No considerar,Claves,Bloqueado por intentos fallidos,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,0.0,556.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Cla:Cliente Posee Clave Pendiente De Activar,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_5,DISPOSIT_4,638.0,706.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,513.0,54.0,Grabar Constitucion Fiduciaria,Grabar Constitucion- Fid Desde Cuenta Deposito,Financiera,Actualizaciones,Tipo De Cuentas(S) No Autorizada(S) A Transferir,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_5,24.0,7.0,Transferencias de Fondos,Transferencia A Cuentas De Terceros Bancolombia,Financiera,Transferencias de fondos,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),No Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_11,505.0,300.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo A Cuenta De Ahorros,Financiera,Utilizacion de cupo de credito,Nit Sin Cupo De Credipagos,Tecnicamente Exitosa,Utilizacion de cupo de credito,NO,Audioprestamo
CANAL_5,DISPOSIT_4,369.0,0.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Transaccion Exitosa,Exitosa,Autenticaciones,NA,Sin producto
CANAL_2,DISPOSIT_11,613.0,568.0,Consulta Novedades OTP,Consulta Novedades OTP,No considerar,Claves,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,118.0,0.0,Cancelacion Del Servicio De Alertas,Cancelacion Del Servicio De Alertas,No Financiera,Cancelaciones,Transaccion Exitosa,Exitosa,Cancelaciones,NA,Sin producto
CANAL_3,DISPOSIT_6,432.0,54.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta Corriente.,No considerar,No considerar,Tipo De Cuentas(S) No Autorizada(S) A Transferir,No considerar,NA,NO,Cta Corriente
CANAL_2,DISPOSIT_11,140.0,53.0,Bloqueo De Tarjetas,Bloqueo De Tarjetas,No Financiera,Bloqueos tarjetas,Cheque No Pertenece A La Cuenta,Tecnicamente Exitosa,Bloqueos,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,122.0,589.0,Actualizacion De Informacion,Actualizacion De Informacion General,No Financiera,Actualizaciones,N.Mero De Personas A Cargo Contiene Caracteres,No Exitosa,Actualizaciones,NO,Sin producto
CANAL_4,DISPOSIT_9,385.0,77.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,La Proxima Clave No Valida Inhibira La Entrada,No Considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,98.0,568.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,Paso Operadora,NO,Sin producto
CANAL_2,DISPOSIT_11,345.0,405.0,Consulta De Saldo Prestamos,Consulta De Saldos Prestamos,No Financiera,Consultas / Movimientos / Extractos,Informacion No Disponible En El Momento. Por Favor Intente Mas Tarde,No Exitosa,Consultas / Movimientos / Extractos,SI,Creditos
CANAL_1,DISPOSIT_12,301.0,991.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta De Depositos,No Financiera,Consultas / Movimientos / Extractos,Clave Bloqueada,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,3600.0,888.0,Validacion OTP,Validacion OTP,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde.,No Exitosa,NA,SI,Sin producto
CANAL_1,DISPOSIT_2,369.0,14.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Hora Transaccion No Numerica,No Exitosa,Autenticaciones,NO,Ahorro a la mano
CANAL_5,DISPOSIT_4,122.0,588.0,Actualizacion De Informacion,Actualizacion De Informacion General,No Financiera,Actualizaciones,N.Mero De Hijos Contiene Caracteres,No Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_11,1282.0,55.0,Consulta Tasa Trm,Consulta Tasa Trm,No Financiera,Consultas / Movimientos / Extractos,Cuenta Origen Y Cuenta Destino Iguales,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_2,DISPOSIT_11,174.0,213.0,Consulta Acceso De Emergencia,Consulta Acceso De Emergencia,No considerar,No considerar,Convenio No Esta Activo,No Exitosa,NA,NO,Sin producto
CANAL_8,DISPOSIT_3,385.0,568.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Validacion De Clave Fallida Por Session Key Erronea,No considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_11,61.0,81.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Tasa No Valida,No Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_2,DISPOSIT_10,0.0,7.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),No Exitosa,Paso Operadora,NO,Sin producto
CANAL_5,DISPOSIT_4,235.0,184.0,Consulta de cuentas disponibles para abonar giros recibidos,Consulta de cuentas disponibles para abonar giros recibidos,No Financiera,Consultas / Movimientos / Extractos,Empresa No Encontrada En El Sistema,No Exitosa,Consultas / Movimientos / Extractos,NO,remesas
CANAL_1,DISPOSIT_2,558.0,55.0,Envio de Dinero,Envio de Dinero,Financiera,Transferencias de fondos,Cuenta Origen Y Destino Iguales,Tecnicamente Exitosa,Transferencias,NO,Ahorro a la mano
CANAL_1,DISPOSIT_12,301.0,2.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta De Depositos,No Financiera,Consultas / Movimientos / Extractos,Documento Sin Tarjetas Inscritas,No Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_4,DISPOSIT_9,375.0,158.0,Envio De Archivo De Pagos,Envio De Archivo De Pagos,Financiera,Pagos,Empresa No Inscrita En El Sistema De Pagos,Tecnicamente Exitosa,Pagos,NO,Sin producto
CANAL_2,DISPOSIT_8,165.0,74.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,Clave Bloqueada Por Numero Maximo De Intentos No Validos,No Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_5,98.0,568.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,#N/A Pendiente De Respuesta,No Exitosa,Paso Operadora,SI,Sin producto
CANAL_2,DISPOSIT_5,42.0,568.0,Pago De Facturas,Pago De Facturas De Servicios Personales,Financiera,Pago de facturas,#N/A Pendiente De Respuesta,No Exitosa,Pagos,SI,Sin producto
CANAL_2,DISPOSIT_10,412.0,520.0,Bloqueo De Primera Clave,Bloqueo De Clave,No Financiera,Claves,El Numero De Dias De Financiacion No Puede Ser Menor O Igual A Cero,Tecnicamente Exitosa,Bloqueos,NO,Sin producto
CANAL_6,DISPOSIT_4,362.0,0.0,Consulta De Movimientos Prestamos,Consulta De Movimientos Credito  Hipotecario,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Hipotecario
CANAL_6,DISPOSIT_4,140.0,22.0,Bloqueo De Tarjetas,Bloqueo De Tarjetas,No Financiera,Bloqueos tarjetas,Bloqueo No Efectuado,No Exitosa,Bloqueos,SI,Tarjeta Debito
CANAL_5,DISPOSIT_4,239.0,0.0,Consulta Pagacuentas,Consulta Pagacuentas,No Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_2,DISPOSIT_10,415.0,0.0,Activacion Primera Clave,Activacion Clave Fiduciaria,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Inversiones
CANAL_1,DISPOSIT_2,530.0,0.0,Pago De Facturas,Pago sin Validacion de Base de datos App ALM,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Ahorro a la mano
CANAL_2,DISPOSIT_10,181.0,17.0,Regeneracion de Clave,Regeneracion De Clave Principal,No Financiera,Claves,Clave Con Estado No Permitido,No Exitosa,Claves,NO,Sin producto
CANAL_2,DISPOSIT_4,418.0,0.0,Solicitud De Clave Para Cliente Filial,Solicitud De Clave Para Cliente Filial,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Inversiones
CANAL_5,DISPOSIT_4,225.0,36.0,Solicitud De E-Card,Solicitud De E-Card,No Financiera,Apertura de productos,Tarjeta De Credito Presenta Bloqueos,Tecnicamente Exitosa,Apertura de productos,NO,E-Card
CANAL_2,DISPOSIT_5,41.0,204.0,Consulta De Facturas,Consulta De Facturas De Servicios Publicos,No Financiera,Consultas / Movimientos / Extractos,Cliente No Tiene Cuentas De Deposito Activas,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_2,DISPOSIT_10,57.0,332.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Error De Comunicaciones,No Exitosa,Inscripciones,SI,Sin producto
CANAL_2,DISPOSIT_10,616.0,0.0,Consulta Apagado Easy OTP,Consulta Apagado Easy OTP,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_7,529.0,211.0,Pago De Facturas,Pago De Facturas De Servicios Personales Desde Cuenta De Ahorros,Financiera,Pago de facturas,Codigo De Respuesta No Valido,No Exitosa,Pagos,NO,Cta Ahorros
CANAL_6,DISPOSIT_4,3100.0,21.0,Enrolamiento a Softoken personas,Enrolamiento a Softoken personas,No Financiera,Claves,Bloqueado voluntariamente,Tecnicamente Exitosa,Claves,NO,Token
CANAL_6,DISPOSIT_4,1538.0,34.0,Transferencias Cuenta Nequi,Transferencias Cuenta Nequi,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Nequi
CANAL_2,DISPOSIT_11,61.0,302.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Cupo En Mora,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_5,DISPOSIT_4,1502.0,382.0,Consulta De Inversiones Fiduciarias,Consulta De Inversiones Fiduciarias De Terceros Inscritas,No Financiera,Consultas / Movimientos / Extractos,Error Al Procesar La Transaccion,No Exitosa,Consultas / Movimientos / Extractos,SI,Inversiones
CANAL_5,DISPOSIT_4,602.0,0.0,Regeneracion de Clave,Regeneracion De Segunda Clave,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Sin producto
CANAL_5,DISPOSIT_4,530.0,47.0,Pago De Facturas,Pago De Facturas Pagacuentas Desde Cuenta De Ahorros,Financiera,Pago de facturas,Convenio No Valido,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,513.0,34.0,Grabar Constitucion Fiduciaria,Grabar Constitucion- Fid Desde Cuenta Deposito,Financiera,Actualizaciones,El Valor A Transferir Supera El Monto Diario Permitido.,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_4,DISPOSIT_9,322.0,0.0,Simulador De Inversion Virtual,Simulador De Inversion Virtual,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Inversiones
CANAL_2,DISPOSIT_10,609.0,888.0,Validacion OTP,Validacion OTP,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde,No Exitosa,NA,SI,Sin producto
CANAL_1,DISPOSIT_2,369.0,8.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Errores En Java,No Exitosa,Autenticaciones,SI,Ahorro a la mano
CANAL_5,DISPOSIT_4,445.0,96.0,Consulta De Saldo Prestamos,Consulta De Saldo Audioprestamo,No Financiera,Consultas / Movimientos / Extractos,"Crediagil No Disponible, Por Favor Solicitelo",Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Audioprestamo
CANAL_2,DISPOSIT_5,98.0,612.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,Segunda Clave Bloqueada Por Numero De Intentos,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_2,DISPOSIT_11,529.0,37.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Abono Supera El Total De La Deuda,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_2,DISPOSIT_13,412.0,520.0,Bloqueo De Primera Clave,Bloqueo De Clave,No Financiera,Claves,El Numero De Dias De Financiacion No Puede Ser Menor O Igual A Cero,Tecnicamente Exitosa,Bloqueos,NO,Sin producto
CANAL_2,DISPOSIT_11,43.0,568.0,Consulta Cuentas Afiliadas Ach - Banco,Consulta Cuentas Afiliadas Ach - Banco,No Financiera,Consultas / Movimientos / Extractos,No Exitosa,No Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_2,DISPOSIT_10,64.0,505.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta pendiente de confirmar inscripcion,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_7,68.0,0.0,Consulta De Convenio,Consulta De Convenios Gde,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_5,DISPOSIT_4,538.0,604.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Valor Por Encima Del Tope Maximo Permitido,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,514.0,772.0,Grabar Constitucion Fiduciaria,Grabar Constitucion- Fid Desde Cartera Colectiva,Financiera,Actualizaciones,No Hay Saldo Suficiente Para El Retiro.,Tecnicamente Exitosa,Actualizaciones,NO,Carteras
CANAL_6,DISPOSIT_4,538.0,706.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_1,DISPOSIT_12,558.0,34.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_4,DISPOSIT_9,1010.0,0.0,Activar Token,Activar Token,No Financiera,Token,Transaccion Exitosa,Exitosa,Token,NA,Token
CANAL_5,DISPOSIT_4,449.0,412.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta Corriente,Financiera,Transferencias de fondos,Fid: Monto Retiro Inferior Al Minimo,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_13,117.0,0.0,Inscripcion Al Servicio De Alertas,Inscripcion Al Servicio De Alertas,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_2,DISPOSIT_5,0.0,47.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Convenio No Valido,No Exitosa,Paso Operadora,NO,Sin producto
CANAL_6,DISPOSIT_4,485.0,921.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta Pendiente De Activacien,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_11,614.0,568.0,Consulta Novedades OTP,Consulta Novedades OTP,No considerar,Claves,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_5,98.0,0.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,Transaccion Exitosa,Exitosa,Paso Operadora,NA,Sin producto
CANAL_5,DISPOSIT_4,432.0,28.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta Corriente.,No considerar,No considerar,Cuenta Destino No Existe,No considerar,NA,NO,Cta Corriente
CANAL_5,DISPOSIT_4,486.0,700.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,#N/A Pendiente De Respuesta,No Exitosa,Inscripciones,SI,Sin producto
CANAL_2,DISPOSIT_5,58.0,34.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,No Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_10,165.0,568.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,NA,NO,Sin producto
CANAL_8,DISPOSIT_3,604.0,602.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Usted No Posee Segunda Clave,No considerar,NA,NO,Sin producto
CANAL_1,DISPOSIT_2,369.0,2.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Documento Sin Tarjetas Inscritas,No Exitosa,Autenticaciones,NO,Ahorro a la mano
CANAL_2,DISPOSIT_13,119.0,0.0,Consulta De Alertas,Consulta De Alertas,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_1,DISPOSIT_2,658.0,0.0,Enviar Notificaciones,Enviar Comprobante de Envio de Dinero ALM,No Financiera,Autorizaciones,Transaccion Exitosa,Exitosa,Autorizaciones,NA,Ahorro a la mano
CANAL_2,DISPOSIT_11,529.0,57.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Tarjeta De Credito No Existe,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_6,DISPOSIT_4,529.0,705.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_4,DISPOSIT_9,351.0,980.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Terceros,No Financiera,Inscripciones,Inscripcion Ya Existe Y Esta Pendiente De Ser Aprobada,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_1,DISPOSIT_12,203.0,800.0,Vinculacion Ahorro A La Mano,Vinculacion Ahorro A La Mano,No Financiera,Validaciones de cuentas,Cliente Supero El Maximo De Reexpediciones Permitidas Del Mes,No Exitosa,Validaciones,NO,Ahorro a la mano
